text,sentiment
  I can`t join your game... it`s a private beta,neutral
 have you seen who`s knocked you off top spot on wefollow for #perth?,neutral
 do you ever respond to ppl?,neutral
_meow YEAH U Better BE !!,neutral
badminton marathon tonight!  please cooperate feet!,neutral
" I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do",neutral
 Well I`m obsessed w/all of them - but I watched the first one again last night  glorious! where can i get a wand?,neutral
 is this a new album?? about bloody time too!!,neutral
 Got it! Your in the rundown.,neutral
Im glad that wasnt my real diver theory test! I failed  i got 70% 35/50 questions right but i did have 35mins left lol x,neutral
"and it`s off to work I go, only 9.5 days until the kiddo`s finish",neutral
Locked out of my **** house!,neutral
 Ten bucks says I know where your going and if it`s where I think it is....let me know if my boulder is still on the beach.,neutral
last drops of the thesis... God let it end today.,neutral
"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep",neutral
 n e uterus u wanna rub??? lol its ok u can tell me,neutral
My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??,neutral
has just joined the twitter community,neutral
 SOMEBODY ACTUALLY TOLD ME THAT!!  LOL,neutral
 Yeahhh you do that lol,neutral
 Morning Amy  xxxxxxx,neutral
More big hair rock for bank holiday Monday always seems fitting IMO  ? http://blip.fm/~5jfuu,neutral
" I have been subtly replacing it with 'penetration testing' when I see it, but nobody`s caught on yet.",neutral
Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog,neutral
 there`s a 9 year waiting list to get an appointment.,neutral
 Wish you were coming to Australia & New Zealand with the Sticky Tour Ant,neutral
__ thank You! I almost forgot hoe to type on the keyboard how long I was anway from my PC..,neutral
"Chris pine, please be mine.  haha",neutral
 http://tinyurl.com/d4l3oe Desktop wallpaper like the inside of a monitor,neutral
I need followers!!!,neutral
"following people around, though there are so many.. where are the webdesign twitters!",neutral
Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!,neutral
" they can be a drag,,but for the most part they come in HANDY  hee hee",neutral
" I`m glad you threw the tantrum!  I was going to, but I don`t know her well enough yet   Was she apologetic, darn her!?",neutral
I am finally on a roll... now time to stop.   Is it weird when you love what you do?,neutral
_ I`m still waiting for them to recontinue their 'breathless' scent..  lol,neutral
 the link sent me to a tax relief web page,neutral
 Just got back & saw yr tweet. It`s 7.30pm  monday here - mayday public holiday,neutral
It`s 4 am and I`m hungry,neutral
cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol,neutral
It`s the final count down to bigger hair people   ? http://blip.fm/~5z4uq,neutral
"SPGridView is looking prettier, but I`m pretty sure my code is very ugly.",neutral
 jennah can u just tell jay i said good night plz? im asking nicely!,neutral
Dads should ask their 22 year old sons before drinking.,neutral
"can`t wait to watch the Tonight Show, this evening last one with Jay",neutral
Work...work....work....,neutral
"_s  Accept it, you can`t do anything, can you?",neutral
short work week for me,neutral
Heading out to do a relay in the Belfast marathon,neutral
morning to all,neutral
Needs a new phone,neutral
 Oh we`re friends now? You know you`re so up & down with me.  I retract my last statement thennnnnnnn.,neutral
"im sosososo sad, i should be seeing cory lamb in a few hours  i love that kid.",neutral
is TATTEDDDDD!!!!!!!!!!!!!,neutral
"i have a degree,****!!! moving t o dallas in a few hours",neutral
" BTW, `nathanfillion` is trying to beat his Flight Control score as well, maybe you should follow each other?",neutral
" i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work",neutral
  Do u mean ur tired because u have 2 go 2 work or u got ur Wii 2 work & now ur tired?,neutral
"unopened pack of goat cheese starin me in the face. starving, din not til 6",neutral
I am officially a kindergarten cop,neutral
 nothinbg home about to jump in the shower the streets is calling meeeeeeee   what is it 4 tonight  tell m,neutral
"I hate mondays, but I love `s schedule. HELLO, DIGG REEL!",neutral
 they prob are sold out.    all i wanted was to see them for my bday lol,neutral
"Just FYI, RUIN HOLLYWOOD IS CLOSED.  Last Friday was our Closing Night.",neutral
Tonight is my last night in my apartment...,neutral
waiting to be picked up. We`re off to aston this morning,neutral
 It`s because we`re right,neutral
ahhh bank holiday slept late now going to dinner in my sisters whos a real 'monica'  hahah and im late il get cold dinner now,neutral
is now writing 100-word newsbites  http://plurk.com/p/wyb4h,neutral
Man i hate church. Has to be done though. I like the way it makes other people feel good,neutral
"getting ready, waiting for cor, picking up josh, movies & out to dinner - then trailer perhaps? baccck to work tomorrow",neutral
"the day i was planing on doing my work, i havent ...... i leave everything to the last minuet ...",neutral
I`m holding Audrey (mine and Erica`s bean bag thing),neutral
"Note to self: Omelets are better when made with butter, not olive oil.  Also,  doesn`t like my cooking *spits in a napkin*",neutral
awwww  i never noticed this http://bit.ly/RConp,neutral
"My grandpa just told me he feels useless. I said, 'Papa you`re in your 80`s, you just do what makes you happy', somehow I doubt it helped",neutral
Weather is back to being great! Shame I have to wait in for my delivery,neutral
_tifullyTragic ... in London last night so give it a few hours & I`m sure a few will appear,neutral
"napppinggg, then work 7 - 11",neutral
 MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*,neutral
_c Oh yeah. Point taken,neutral
phone was acting crazy today so i missed all my tweeties` updates  but i fixed it,neutral
Probably because it wasnt a command...bet you dont understand pay out on fantasy football either  ..droids   Look out for ,neutral
I`m no longer a sophomore.  Junior year is bringing new things. I`ll be on 24/7 now. Hit me up and check out  http://bit.ly/esGIQ,neutral
My belly is speaking to me! I need food!,neutral
_01Xx   dont leave us !!! whats up ? ****,neutral
"Hey the letter I sent finally came back today, ill stuff its contents in with the other letter and send it off to you tomorrow",neutral
 Shoot! I voted and somehow looked over yours ... boo hiss. Forgive me   Have a great weekend Arik.,neutral
 seperate = Yum. Together = gross sounding.,neutral
 You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not,neutral
"what? you thought I did it all for mom of the year award? nope, tad bit more selfish than that:",neutral
I dreamt someone committed suicide w a drip stand!  - http://tweet.sg,neutral
...yup..still havent packed,neutral
" yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time",neutral
 yes(: but now,neutral
 I`m waiting for it so I can get back to Nambu which stopped working on 10.5.7  (for me),neutral
 wish you we`re coming to Perth,neutral
" oh, are we not doing that anymore?",neutral
_renee _B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn`t crd us 4 our Scorpian bwl,neutral
Beach with ashley,neutral
"Upshot: If they want to hunt you down... uhh... well, I wish y`all the best of luck, tweeps!",neutral
 - Definitely following  - I`ve been 'following' the creator of this feature since 2005!,neutral
In Drivers Ed  then dance.,neutral
 ah wait! we can only go if you can get us to and from cos my mom`s tires are nonlong distance till she can buy some new ones.,neutral
" fo sho, im down",neutral
Can`t get the sound to work while on DVD. I was going to watch Mary Poppins.,neutral
I am usually more creative on Mother`s Day but lately I have not been feeling creative. O.K.. Good Night.  uh Morning...,neutral
" It`s Alright,It`s Ok-Ashley Tisdale",neutral
 I prefer overcast days too. Sorry it`s hot where you are.,neutral
is at school. its her last day. of high school. ever. ever. ever.,neutral
im slightly over it dont feel like today much at all,neutral
 It was on my CNN subscription on Google Reader. I couldn`t help but repost it,neutral
Good morning ladies and Gents.  it`s going to be an awesome day 'even though the weather is terrible',neutral
made a little cover for my iphone.  the birds aren`t upside down on the back  http://twitpic.com/67tp9 & http... http://bit.ly/FjeAm,neutral
the cuckoo is back! this year`s model starts chirping  at 11 am instead of 4 am.,neutral
"hey, i`ve just updated my twitter",neutral
"I`m needing a girls night, wearing sweats, watching movies, eating chocolate and talking about boys",neutral
Whoishonorsociety <never wear your pajama pants to school  >,neutral
Gotta be at church by ten for camera meeting  Finally!! =D lol,neutral
 i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..,neutral
  Please play in my movie,neutral
On Security Audit,neutral
Can someone chemics ?,neutral
losing weight  check the pic,neutral
Please vote for my husband Jorge at the All Star Game @ http://bit.ly/TGxzu! I can`t vote anymore,neutral
"Landon now announces, 'Big poopy coming!' every time. I`m just waiting for him to yell that in a store for the first time",neutral
 oo ok. When I opened up twitterfon and it said I had a reply I was like lauren Conrad andswere me  haha,neutral
" turn them off, you can still go 100% aero free.",neutral
" - Aw, well I`m glad to hear you`re okay. Try a hot bath or a cup of tea maybe to calm you down. I worry about you!",neutral
"I uploaded my  random fandom trailer to youtube, check it out in here. It`s also in HD  http://tinyurl.com/d5oyfl",neutral
 I had an account at a local comic store that I ran to 4k  at one time,neutral
Painting my room =,neutral
 Just investigated whether I could change my username to Ermintrude - someone`s already nabbed it,neutral
Going to see Star Trek (again) tomorrow night but this time in full IMAX glory!  I hope my motion sickness doesn`t get the better of me!,neutral
 I guess if you can`t accept me....i`ll have to keep it movin,neutral
 are you TINK`N the people on the street in NY waiting 4 friday are crazy? Brooke,neutral
"first day on new job,, bought a new clothes already and it was 40% off for employee discount!",neutral
" You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.  x",neutral
 not an easy place for me to access   Task-based ux is something I`ve been thinking about. I`d like to hear the criticisms.,neutral
got a new dog,neutral
You know you`re too old to party like a rockstar when....you realize no one else claps when they dance. It`s just you,neutral
", ,  and  i think you should come home now",neutral
 my GF has an interview with them this week,neutral
Last 3 days of school....I`m sad but happy but anxious.....,neutral
" ok babe gotta go back to work, tweet you later",neutral
"on myyearbook, myspace, here and messenger",neutral
attics to eden out today !,neutral
" Send that along, lady.",neutral
"you people are missing the point here, instead of  loosing followers he`s GAINING! over 50 new ppl in 6 hours",neutral
 Trying to fix my background,neutral
Got insurance forms for Polo. Feel a bit  Has to be done though.,neutral
 Hi...!!! Who is Mary Poppins???,neutral
 Get her Clogging Shoes,neutral
"Glorious day in Glasgow for a change, and I`m working  Too much to do to even contemplate knocking off early...",neutral
 well nothing. I can give you a pen.,neutral
Awww I wanted to see some more of Greg,neutral
 ikr!!!,neutral
http://twitpic.com/67f8o - Making the treck from lafayette to batonrouge solo.,neutral
to atl in the morning then back to Clemson,neutral
 you have a plurk account too?,neutral
 I will take a pic for you,neutral
"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow.",neutral
I never thought falling in love can cause so much pain...  good thing that I`m so over that phase!,neutral
" I don;t know how they interact. I`m getting better with the pain, though. I want to give my poor liver a break.",neutral
 I gave you a big mention on The GodTalk Radio show last night....last segment of the first hour. Podcast format avail soon,neutral
samberg and timberlake collaboration; **** in a box,neutral
"Only 8 oral left!  then I have to learn them all but oh welllll, at least I don`t have to write them",neutral
chillin an havin a drink,neutral
"oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not allowed  I`m talking itunes store)",neutral
 I hate it when that happens!! Exciting though.,neutral
Getting ready for a long weekend of work..friday Saturday and Sunday,neutral
"Everytime I send an email to my coach, I feel a need to practice.   **** balls.  Lol",neutral
"_Mary_Typhoid Are you coming to the wedding?  I want all of his friends to be there?     Right, sugar?",neutral
9100 tweets....just living the rockstar life one tweet at a time.,neutral
3 shots of espresso aaaaand....nothin`.,neutral
 Hmm Ok next time i see you il just get you to explain to me the whole process  haha,neutral
cart path only,neutral
 i noticed that you were on the same hallway....****   No worries about the BBQ....I`m hoping there will be more to come!!!,neutral
 haha   y`all should REALLY hurry up and announce AUSTRALIAN tour dates. it`s been 3 freaking MONTHS! ,neutral
" They paid you to go? Think before voting, each vote counts",neutral
DÃ¯Â¿Â½jÃ¯Â¿Â½ vu!!! Changing out of my GQ outfit,neutral
self-portrait week http://unbecominglily.blogspot.com/2009/05/announcing.html  would you like to join in?,neutral
i am letting you read this.......,neutral
"There are wonderful people in my life who I think I can handle only in small doses  & there is just 1 I cud be with every hour, everyday.",neutral
but i thought `summer hours` meant i was supposed to get to go home at 4.....,neutral
 I am 100% jealous.  wish I had some,neutral
If I`m up with Brooklyn when I`m suppose to sleep in...I`ll call you  @ LadyBug602,neutral
Chino - Gentleman Jack is pouting because Mommy is gone to dinner.  http://apps.facebook.com/dogbook/profile/view/6891977,neutral
toy story 3! june 2010. i can`t wait that long.,neutral
" decent Australian guys are hard to find...trust me, you`re better off with an American one",neutral
is feeling Fab today and missing my boo,neutral
Hope I get a job cuz we need an apartment. I`m drunk & miss my lil punkin  TEHE!!!,neutral
  i think its like 1million degrees here <3,neutral
"Have ordered the cuuutest invitations for my new nieceÃ¯Â¿Â½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself",neutral
_127 LOL Just remember how it was after my car accident,neutral
I don`t know what this is all about  but I`m goin to sleep,neutral
out shopping....,neutral
 Those are the things that mean the world,neutral
"I`m a little hungry, a nice bowl of spicy lentil soup should fill the gap",neutral
 I need a hug... Gotta find another place to live and a new job,neutral
forgot about my old twitter account please follow itsjeff i will stop this account soon...i prefer the address that doesnt have my age,neutral
 not if i`m not on the list,neutral
its after 12 an man is texting me telling me that he wants to come over.i say i`m tired..lol..da punk says he`ll bring me redbull and KFC,neutral
 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast,neutral
 i foot think it will let you since it.s international  but we have twitter haha,neutral
"Actually I`ve been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat",neutral
"watching Baby Mama...again. and eating pineapple, orange, raspberry sherbert",neutral
lots of decisions to make...i need an assistant/cook/nanny/chauffer lol lol but 4 real!,neutral
" Awwwh.    Sorry!  We`ll be glad when you`re closer to us, though!",neutral
 7pm? So early. Dat`s 4pm my time.,neutral
 demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it,neutral
With my jordie for a little bit,neutral
not super keen on the drive home through the rain.. additional concentration required that i don`t really wanna deal with,neutral
 with 14mph winds!!,neutral
"Enjoying sunshine in the park with friends, pale shirtless footballers are not attractive I`m afraid",neutral
"Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin`! Wish I didn`t have to wait so long!",neutral
I think I did okay on my Math Test today. I really really really hope I did. If I didn`t I swear I will get SO mad at myslef.,neutral
  remember and drink plenty of fluids! and no buwieser dose not count!,neutral
Leno`s last show tonight.,neutral
" Re: meetings, you were right.  My afternoon has started to fill up",neutral
  Yeah eCpm is going UP and down badly - hope things improve,neutral
 YAY YOU! So proud of you!  and I`m not even being sarcastic. Even though you told me to shut the **** up.,neutral
 i didnt think the vid was hoeish i actually love it.it was so nasty  lol,neutral
  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,neutral
Sitting at my desk wishing things were different,neutral
Happy Monday tweeples... hope it wasn`t to hard to get out of bed and back in gear!,neutral
The book bloggers panel is not listed anywhere in the program!   Be there tomorrow at 2pm in room 1E15.  #BEA09,neutral
_laiter we already discussed this today but yeaaaaaah,neutral
_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma`a al modem wa al router,neutral
morning everyone! another dat of school,neutral
" someone i work with today told me that if i took a 'real age' test, it would tell me i`m 45",neutral
I`m eating egg-whites right out of the pan,neutral
 why is it your last EVER uk tour  ?? x,neutral
" O: aw, frank  i like that movie, it`s cool. i don`t fully understand, but i think that`s cool (:",neutral
"hair, grow back!",neutral
 waah. We`re no longer your peeps.,neutral
we don`t need no education,neutral
 Just file me under *seduced* sweetie...,neutral
Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though,neutral
**** maaaaannnn.. its holidayzzzzz...,neutral
 what happen to the maids of yours? Quit once again? ...,neutral
watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:,neutral
Anyone else go train tripping on National Train Day?  http://tinyurl.com/p2l88x  Leave a comment of your adventures on the site.,neutral
" I tried TD, but it battled with CS3 over my processor. Nambu is really good, but unintuitive",neutral
I`m at church now..bout to od on my smoothie bc it might be melted when I come back,neutral
I need a haircut. I should not be able to pull my hair into a ponytail.,neutral
" Is it bad that I`m sitting here watching a #Pens replay and getting excited? I think it`s the coffee, but... Who knows.",neutral
 I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,neutral
" I know it`s in HD, but Comcast doesn`t have it.",neutral
eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,neutral
toodaayy!,neutral
made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2,neutral
Hello  Back to work today after a week of vacation !,neutral
" if hobo and i come next week, we`re buying you all a drink.",neutral
 morning miss sarah cyrus ;) WHAT`S UP?  x,neutral
"Okay, this weather isn`t 'cute sundress' friendly. I dont get how it could be so warm one minute and cold the next. I was freezing",neutral
_Grenade The link 404`d.,neutral
 not me  sigh,neutral
"_bach I`d suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US & might confuse tweeps",neutral
Negghead mix on the air!   http://tinyurl.com/ckdwao,neutral
 If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe ****,neutral
 LoL!!  I still would have got a look at his face just in case!!,neutral
 Oh ok..we`re supposed to be going to see Star Trek on Sun for Daves b/day...at least it`s not Shatner,neutral
 How do you spell ppphhhhhttttt?,neutral
back from driving and now back to bed,neutral
  does it mean you will b going 2 bed earlier on Mondays?,neutral
_007 so I tried to send you a direct message and I can`t because you aren`t following me,neutral
ok deleted all messages and hope they don`t come back!!,neutral
Tonight is the last Jay Leno late nigt show,neutral
 i see you there,neutral
just got home and  i got to freakkin clen,neutral
" no, sir, they did not! i was amazed when i woke up this morning.",neutral
 I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,neutral
Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,neutral
This is a joke surely? http://prune.it/WEAt,neutral
 cool  what did you get?,neutral
Job???????   Not so much.,neutral
Going to get my blood taken,neutral
working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral
my tree tipped over in the lawn,neutral
" As much as I loved Texas, my dislike for needles could interfere.",neutral
* My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only .. http://twitpic.com/67hac,neutral
 you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ****,neutral
I really don`t want a limo service to take me to the airport  I want him to. Ok soft moment... Don`t get use to these!,neutral
is enjoying the nice weather but has been stuck indoors writing an essay for most of it,neutral
That post was for ,neutral
Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can`t go further  ohh,neutral
time to bed now!!,neutral
"When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!",neutral
 yeah I imagine you did,neutral
Getting ready to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an outfit critique,neutral
 What are you doing up so early?,neutral
Cleaning,neutral
i wish i could take my pillow to school. dead serious.,neutral
"Beers & whiskey = awesomness, work in 8 hours = sourness",neutral
"nvm, i`ll stop. whatever. see you 5th i guess",neutral
" ****! Lights off, its presentation time.",neutral
 thinking about you  http://mypict.me/Fuz,neutral
We in bed now.,neutral
 whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,neutral
This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,neutral
Homey missed da bus.,neutral
assignments!,neutral
"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",neutral
 isn`t a bit of little britain in all of us?,neutral
" When you`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.",neutral
&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,neutral
omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,neutral
 the closest is a good two hours,neutral
alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral
Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,neutral
i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral
_Hayes I`m at sharkeez!,neutral
 He`s my mother`s favorite. It was so hard telling her.,neutral
"Started the week with a wedding, now ending the week with a funeral",neutral
" Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****",neutral
" Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!",neutral
 Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral
_y time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,neutral
 yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,neutral
_sb I swear mine was evil  it was green and everything LOL,neutral
 cause i wasn`t there!,neutral
on my way home from ny...then sleeping,neutral
" Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us",neutral
  yea dongggg,neutral
oooh yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,neutral
 LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,neutral
 His beard is addressed in this week`s LOLs.,neutral
Looking for a vibrating phone is like trying to find 'a feeling.',neutral
 pebbles thrown at windows should get *someones* attention,neutral
back to Roseburg...and an empty apartment,neutral
I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,neutral
just installed youtube downloader  anyone knows how to make a trailer out of videos??,neutral
 way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,neutral
A- on my french paper.,neutral
wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,neutral
I want to change my twitter name but I can`t think of anything,neutral
It looks like it might rain,neutral
food...food...FOOD!,neutral
 bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,neutral
 I called but you didnt answer,neutral
 i`m here,neutral
r   that squeeze bacon looks like poop,neutral
'Stop your twittering' - Maryland cookies #bgt,neutral
I soooo need to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,neutral
"  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",neutral
 so im listening to this random playlist and its leaning toward serani...,neutral
 How it was slept?,neutral
the rain bring back some memories,neutral
Going to Leeds,neutral
 yes indeed                                                                                               here I am again,neutral
@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,neutral
"Here come the Hawks, the mighty Blackhawks!!",neutral
 where are you going tonight?!,neutral
" My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!",neutral
 You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,neutral
 I would think you`d want to follow me.,neutral
"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour",neutral
 K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU,neutral
 yay  i`ll do you a heart mk shout in a sec pam,neutral
Building Websites,neutral
 You`ve been featured on #ykyat  http://ykyat.com/~37nnd,neutral
gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*,neutral
_  me too!,neutral
I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,neutral
my hairs straight  lmao,neutral
 i looked for you but couldn`t find you amongst the crowd,neutral
 aw. you level up. haha but just try to manage your money.,neutral
 Wanna come with?  Before we go to Myka`s party.,neutral
" No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google",neutral
" I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.",neutral
ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,neutral
I can`t help it if I`m a GRAMMAR NAZI!,neutral
Recording new songs,neutral
Oh thank god!  so sad that I`m this happy.,neutral
alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,neutral
"Shhhweeeet-jay-z, bros back from from prom",neutral
 sweet .. Englands becoming lamer and lamer since you guys left,neutral
" Should work fine, as far as I know. *shrug*   Maybe send a tweet to ?",neutral
Hmm..You can`t judge a book by looking at its cover,neutral
hubby is snoring!  but I still love him,neutral
Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day,neutral
Its already been a crazy morning and its ONLY 1030,neutral
" why, hello there  How`s life on the other side of the screen?",neutral
" i would, but i don`t know how to do it from the phone...",neutral
Aww man.  arrived. How-To Guide-less,neutral
 i will,neutral
tweep tweep haha,neutral
  Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I`ve missed a few,neutral
 I hear you sister!!    Same here.,neutral
   why!!!! u have to bring it to you 24/7 like the _team,neutral
Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL,neutral
o ok..im jealous..i wish I was in bed,neutral
 /agrees,neutral
Just ate at chipolte... Ate more than i usually do... Now i`m ew full... Not content full but ew full...,neutral
almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent,neutral
 very cool,neutral
 That`s great! I will have to do the same as I was forced to miss it. I had to leave for work.,neutral
"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it",neutral
Woke up early!! Dang man I know i`m not going back to sleep,neutral
After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though,neutral
_McFly LOL nah ! of course you`ll get the DVD first since you`ve already ordered it. i`ll sign up to Bebo on Tuesday then! lol  ****,neutral
 diego? i know lo ame a jack,neutral
Up was pretty good. It was kind of depressing though,neutral
 well you can  lol,neutral
waiting on the cue for kenny,neutral
yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,neutral
Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,neutral
 Same here  Mmmm... Macrina Bakery.,neutral
 did you have an amazing time?,neutral
"man, i ain`t been without V`s presence in a minute...i feel like a lil kid with no momma",neutral
"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",neutral
Millenia mom.... I think I am in that category,neutral
 at least you have a next year  into the big wide world for me!,neutral
Haha Ashley tisdale is on again,neutral
"_2229 both, at the same time",neutral
  mmmm yes please,neutral
ah just finished making tea for tomorrow night,neutral
 because the one I was having at that moment woke me up.,neutral
look how   choke on this **** talks to me,neutral
"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application",neutral
Conference call arranged for 4.30pm today just blew my leaving early out the window,neutral
2 days & 5 text messages this month,neutral
up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie,neutral
"  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",neutral
"Come an add, new twitter.  Only for fans.",neutral
"_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time",neutral
Yay for St Louis traffic,neutral
 Yeah daw. Awww...  Wear a mask na!,neutral
" Blow me away it IS raining harder here. Yay you, well done",neutral
drinking lemsip cause apaently i need ittt! IM NOT SICK,neutral
" that would be awesome i think, i hate how expensive phones are",neutral
_10807 I`m watching the 4th harry potter movieee,neutral
Step-by-step I`m leaving it all behind,neutral
based on the similarity between 'May the 4th be with you' and 'May the force be with you' today it`s the 'Star Wars Day',neutral
if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,neutral
http://twitpic.com/676hz - It`s raining  so chocolate world it is !,neutral
and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,neutral
"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back.",neutral
 could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,neutral
I want my real keys back,neutral
 cause theres no party,neutral
 all is quiet in twitterland 2day.,neutral
Friday Night and working,neutral
_eagle Why don`t you ship it to Japan?,neutral
LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,neutral
 lol haha fresh to death lol ha ha I love and miss u 2 id almost given Ã¯Â¿Â½ on u cuz u nvr respond 2me  but u did today! Luv u2,neutral
 I am so so sorry to hear that he has parvo. Good vibes comming your way.,neutral
